,url,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,image_url,description,lat,long,state
320878,https://vermont.craigslist.org/apa/d/ferrisburgh-spacious-studio-apartment/7038231564.html,vermont,1100,apartment,640,0,1.0,1,1,0,0,0,0,,off-street parking,https://images.craigslist.org/00F0F_hLkI8cgeB1I_600x450.jpg,"Do not miss this opportunity to live in this charming studio apartment located on Main Street in downtown Vergennes! This 2nd-floor apartment has beautiful historical flourishes, including original wood floors and high ceilings. The apartment is undergoing a complete renovation to create an exceptional living experience for its tenant. The bathroom is accentuated with soft-hued porcelain, with a newly tiled shower and floor. Chic lighting fixtures provide soft overhead lighting. Enjoy the views of City Park or bask in the natural sunlight that fills this gem.  The apartment has new stainless steel appliances, which include a full-sized gas range/oven and energy-efficient full-sized refrigerator. The large kitchen has plenty of cabinets and countertop space for storage and food preparation.  ***Please note photographs are ""likeness"" only and represent renovations recently completed on similar units***  Enjoy local amenities including local dining, farmers' markets, and recreational activities on the water -- all within a short walk from your home.  Centrally located, Vergennes offers an easy commute to Burlington and Middlebury.  Available: January 1, 2020  Rent: $1,100.00/month, plus utilities.  Tenant will be responsible for utilities (propane and electricity). A one-year lease commitment is required. Pets will be considered, with an additional deposit. First month's rent and security deposit required.  Application Process:  We value time just as much as you do. If you wish to view this unit, we require that you become familiar with its location before replying to this listing. When you reply to this listing at rentals @ burchfieldcompany .com , we will request information about the proposed number of tenants (including pets), employment, and tenant history prior to scheduling a showing. A more complete application form can be downloaded from our website at www.burchfieldcompany.com -- This form must be completed before a lease is discussed.",44.1679,-73.2513,vt
320879,https://vermont.craigslist.org/apa/d/burlington-redstone-85-north-ave-2-bed/7032233251.html,vermont,3100,apartment,1155,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00L0L_OyqLtK2TPy_600x450.jpg,2 bed 2 bath | Lake view with balcony | $3200  Available now  Brand new  Key Features: - Energy efficient heating and air conditioning - Energy Star certified stainless steel refrigerator - Dishwasher - Large closets - Large windows - Gas Range - Washer & Dryer in unit - Basement storage locker with each unit - Secure bike storage room - Off street parking | Lot parking $50 or Secured garage parking $75  For more information about specific units & to apply copy the URL below. https://listings-redstonevt.securecafe.com/onlineleasing/apartmentsforrent/oleapplication.aspx,44.483999999999995,-73.2199,vt
320880,https://vermont.craigslist.org/apa/d/williston-house-for-rent/7047324538.html,vermont,1950,house,1700,2,2.0,0,0,0,0,0,0,laundry on site,off-street parking,https://images.craigslist.org/00R0R_luHnoxI5Me3_600x450.jpg,"*Two bedroom ranch with sunroom, office and full walk in basement. *No pets *First and last months, $1500 security deposit required before moving in. * Full bath and walk in closet off master bedroom. * Located on a 100 acre retired dairy farm. * 5 minutes from 2 major Grocery stores, Home depot, interstate, airport and several restaurants. etc. *References required.",44.4367,-73.0957,vt
320881,https://vermont.craigslist.org/apa/d/268sl-immaculate-and-comfortable-1st/7048456647.html,vermont,1200,apartment,850,2,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00B0B_7l08RQrF7JG_600x450.jpg,"A lovely apartment in a lovely neighborhood. Built in 2011, everything is almost new. Drive right up to your door on the first level. Enter your meticulously appointed basement apartment through sliding French doors. Enjoy the laminate wood floors and recessed lighting in the open concept main room.   The high quality kitchen installation features stainless steel appliances, including a microwave and dishwasher, and plenty of cabinet space.  Luxuriate in the posh carpeting in the two bedrooms.   The bathroom is finished with ceramic tile.   Your private washer and drier are off the hallway on the same floor.   You benefit from a private garden and half a shed for storage.  Country living just 15 minutes from downtown Brattleboro.  Spacious feel.  Room measurements: Living area: 18' x 11'5"" Dining area: 11'8"" x 8'10"" Kitchen area: 15' x 11'5"" Master bedroom: 13'5"" x 10' Second bedroom: 13'4"" x 9'8"" Bathroom: 10'6"" x 7'9""  Rent includes heat, hot water, electricity, lawn mowing and snow removal.  No pets.  No smoking.  Off-street parking.  First, last and security to move in.  Owner would entertain possibility of furnishing it for you.",42.7418,-72.5144,vt
320882,https://vermont.craigslist.org/apa/d/east-poultney-fabulous-garage-apartment/7048442204.html,vermont,975,apartment,1200,1,1.0,0,0,0,0,0,1,w/d in unit,off-street parking,https://images.craigslist.org/00P0P_15GvFXIFXW8_600x450.jpg,"Heat & Electric Included Absolutely NO Pets & NO Smoking Outstanding rental references required   If you respond to this ad and anticipate a response, please provide a phone number.  Emailed inquiries with out a phone number will not receive a reply.  Thanks",43.5332,-73.2253,vt
320883,https://vermont.craigslist.org/apa/d/colchester-four-bedroom-home-large/7048110585.html,vermont,3000,house,2240,4,2.5,1,1,0,0,0,0,w/d in unit,detached garage,https://images.craigslist.org/00V0V_dmWdmfkQEHK_600x450.jpg,"Large two story, 4 bedroom, 2.5 bath home with 2240 square feet of living space including  an open floor plan with formal dining room, large kitchen with lots of cabinets and center island, stone counter tops, hardwood floors, lots of windows, good size bedrooms and closets,  large master bedroom and master bath with jetted tub and stand alone shower.   Totally freshly painted with new carpet.  Washer and dryer included. One finished room in basement with a ton of space for storage, 2 car garage (28x30) and large driveway!    Great location close to everything. Pets considered.  Rent is $3,000/month + Tenant pays all utilities including electric, gas, trash.    Owner takes care of Lawn & Snow  Available February 1st or sooner",44.5219,-73.1247,vt
320884,https://vermont.craigslist.org/apa/d/south-burlington-2-bedroom-bacon-street/7042514858.html,vermont,1750,apartment,1000,2,1.0,1,1,0,1,0,0,w/d hookups,off-street parking,https://images.craigslist.org/00k0k_k5ePPcqdxdv_600x450.jpg,"Two Bedroom Corner Unit- AVAILABLE January 17th!  $1750/month  This secure, pet-friendly building in a convenient location (on bus route) within walking distance to shopping, dining and South Burlington Recreation Path. Only 1.5 miles to Downtown Burlington and seconds to I-189.  Services & Features - Air-Conditioning - Convenient Pet Washing Room - Dish Network & Comcast Ready - Free Central Laundry - Free Fitness Center - Hotel Style Lobby - Mountain Views - Private Park with Barbecue Area & Picnic Tables (also, a separate fenced-in dog park area) - Sunset Veranda and Adirondack Views  Rent Includes: - Heat/Hot Water - Secure Heated Storage Area - Trash Removal and Recycling - On-Site Parking - Snow & Lawn Care  Pets are welcome! TWO pets per unit are permitted - ONE of which can be a dog. Complex includes a fenced-in dog park area, accessible to tenants.  Check out our website www.BaconStreetLofts.com *Please do not reply to this add via craigslist. Contact information: Email: leasing (at) farrellpropertiesvt (dot) com Phone:  show contact info  x 11",44.4514,-73.2081,vt
320885,https://vermont.craigslist.org/apa/d/february-1st-2-bedroom-heat-included/7048381572.html,vermont,1500,apartment,900,2,1.0,0,0,0,0,0,0,w/d hookups,off-street parking,https://images.craigslist.org/00q0q_7U3xPJa0cSZ_600x450.jpg,"This  unit has 2 bedrooms, 1 bath unit with 900 square feet of living space, 9 foot ceiling with lots of natural light in a secure building.     The rent is $1,500 and includes HEAT, hot water, and trash removal, washer and dyer hook ups and off street parking.  The unit is in the south end of Burlington, close to UVM, FAHC and I89.  Unit 209 available February 1st  Sorry no pets or smokers",44.4503,-73.2013,vt
320886,https://vermont.craigslist.org/apa/d/essex-junction-february-1st-2-bed-2/7046780740.html,vermont,1600,apartment,1021,2,2.0,0,0,0,1,0,0,laundry in bldg,attached garage,https://images.craigslist.org/00f0f_9SlXOl5iQXv_600x450.jpg,"Contact info:   Rockstar Property Management |  show contact info  | www.theloftsessex.com 2 Bedroom at The Lofts Essex for February 1st! 42 Susie Wilson Rd #403, Essex Junction, VT 05452$1,600/mo KEY FEATURES  Year Built:  2013 Sq Footage:  1,021 sqft. Bedrooms:  2 Bed Bathrooms:  2 Bath Parking:  2; 1 garage and 1 off-street | Guest parking Lease Duration:  1 Year (See Details Below) Deposit:  $1,600 Pets Policy:  No Pets Allowed Laundry:  Shared Floor:  2nd  Property Type:  Apartment  DESCRIPTION Come home to Essex Junction's premier apartment complex, The Lofts Essex. Conveniently located just minutes from Global Foundries, UVM Medical Center, Green Mountain Coffee and St. Michael's College, not to mention many local restaurants and attractions. The Lofts Essex features a stylish design with a contemporary feel. Our apartments are elegantly designed with simulated plank flooring and plush carpet, modern kitchen cabinet structures and an upgraded faucet with a double sink. Spacious closets are located throughout the apartment including a large pantry and linen closet. Each unit also has a spacious deck for you to enjoy the beautiful seasons of Vermont. The Lofts Essex has 24 hour surveillance and secured access for your peace of mind.   This corner unit two bedroom two bathroom apartment is located on the 4th floor (top floor) of the building and features a very spacious kitchen and dining room. The large living room has lots of windows to let the natural light pour in. Both bedrooms have ample closet space and the master bedroom features an en suite bathroom. This apartment also comes with a FREE garage parking space and garage storage. Contact us today to come see it as it won't last long!   Rent includes all utilities except for your electricity, and optional items such as cable, phone and internet. The Lofts Essex is a pet-free and smoke-free property.  RENTAL FEATURESLiving roomStorage spacePantryRange / OvenRefrigeratorDishwasherMicrowaveStainless steel appliancesBalcony, Deck, or PatioHeat: forced airCeiling fansAC unitDouble pane / Storm windowsCable-readyHigh-speed internetWiredIntercom system COMMUNITY FEATURESElevatorSecured entryControlled accessFitness centerNear transportationBarbecueBasketball courtGuest parkingOff-Street Parking  LEASE TERMS  Tenant pays electricity and any cable/internet services desired. All other utilities are included in the monthly rent. Contact info:   Danielle Butler, Rockstar Property Management   show contact info",44.5096,-73.1318,vt
320887,https://vermont.craigslist.org/apa/d/essex-junction-1-bedroom/7048327444.html,vermont,1350,apartment,630,1,1.0,0,0,0,1,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00p0p_fNlATUSdi92_600x450.jpg,"1 bedroom with open floor plan and balcony   Rent includes your heat, hot water, extra storage and parking.  Please give us a call today to set up a showing   We can be reached at  show contact info  Riverside in the Village Rentals",44.4841,-73.1149,vt
320888,https://vermont.craigslist.org/apa/d/colchester-1-bedroom-with-washer-and/7032880906.html,vermont,1450,apartment,830,1,1.0,0,0,0,1,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00i0i_j0eUkjv93kT_600x450.jpg,1 Bedroom with washer and dryer located in the Riverside in the Village Community.  Rent includes your heat and hot water and extra storage.  Call today to set up a showing.   show contact info,44.5151,-73.1496,vt
320889,https://vermont.craigslist.org/apa/d/burlington-burlington-huge-3-bedroom/7048322235.html,vermont,2000,apartment,1150,3,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00G0G_brj3zDXSfAj_600x450.jpg,"Very large 3 bedroom apartment in the Old North End. All original trim, hardwood floors, huge living room, big kitchen, pocket doors into the largest bedroom. Washer/dryer and storage in the very large dry basement, porches in front and back, off street parking, and a shared backyard. This is a really nice apartment with lots of light and great neighbors. $2000",44.4875,-73.2115,vt
320890,https://vermont.craigslist.org/apa/d/west-dover-long-term-lease-for-skilled/7048281619.html,vermont,1,apartment,2000,2,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00505_20tWflo9Rvz_600x450.jpg,"Landlord of commercial properties in Bratt & West Dover seeking skilled carpenter/framer (or plumber) for occasional/odd jobs (starting immediately) in exchange for long-term lease of apartment:  Value of your Annual Lease: $36,000/yr Income you will receive from us for the work you will perform: $36,000/yr  Qualifications A) you're retired & can demonstrate that you have savings B) you're employed full-time and can demonstrate the ability to pay the rent  This is NOT barter: - We pay you weekly (electronically) for your valuable part-time work ($36k/yr) - You pay your rent ($36k/yr) *You take pride in your work!! *You expect to be compensated properly for your skills!! *If you're skilled w/PEX/Upinor, you know the going rates. So do we. *If you're a skilled carpenter, you know the going rates for a pro. So do we. *Time is money!!!  *Please don't leave voicemails without ALSO responding in writing w/ your name, email address, phone#, your skills and your availability",42.9535,-72.8687,vt
320891,https://vermont.craigslist.org/apa/d/burlington-booth-street-beauty-full-3/7040013652.html,vermont,2300,apartment,2200,3,1.5,1,1,0,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00R0R_2WQ4AA7d6EM_600x450.jpg,"***Available January 10th 2020!***  Located on a small tucked away street in Burlington, this beautiful 3 bedroom 1.5 bath home has a lot to offer. The first floor has a large double living room, dining room, half bathroom, and a cook's kitchen. Off of the kitchen is the back door that leads to a perfect yard. Plenty of potential gardening space as well as a small off street driveway. Additional parking is on the street for residents. Great front porch. The upstairs has 3 large bedrooms each with unique touches and accents as well as the full bath. The unit recently had a brand new washer/dryer installed in the basement. Lots of storage in basement and attic.  Located within walking/biking distance to downtown Burlington and UVM Medical Center. public transportation. House is steps away from Pomeroy Park.  Tenants responsible for initial credit/criminal background reports as well as the following utilities: Heat, Electricity, Lawn & Snow Removal + Cable/Wifi, and Renters Insurance.  Owner responsible for water/sewer and trash.  Pets negotiable with additional deposit.  No smoking.  No co-signers accepted-- applicants must meet approval criteria on their own.",44.483999999999995,-73.2068,vt
320892,https://vermont.craigslist.org/apa/d/burlington-awesome-king-street-3/7033402403.html,vermont,2250,apartment,960,3,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00b0b_cS8XMokJmQQ_600x450.jpg,"** Now Leasing for June 1st 2020 **  3 bedroom apartment, recently renovated with new hardwood floors throughout! New bathroom and kitchen with all new cabinets, counter tops, new appliances and fixtures. Great location and just a short walk to Church Street, restaurants, marketplace, waterfront and dog park.  -Professionally managed with 24-hour on-call maintenance service. -Off street parking provided (2 spaces) parking passes provided -Washer & Dryer in unit  Tenant is responsible for the Heat (natural gas), Electric, Cable/Internet.   Owner is responsible for the plowing, lawn care, water/sewer and trash.  Pet Friendly with a $300 pet fee upfront or a per monthly charge of $25.",44.4747,-73.2161,vt
320893,https://vermont.craigslist.org/apa/d/north-ferrisburgh-large-sun-room-and/7048226972.html,vermont,1195,apartment,1200,2,1.0,1,1,0,0,0,0,w/d hookups,off-street parking,https://images.craigslist.org/00505_jYvD4bQDBw2_600x450.jpg,"Two bedroom one bathroom apartment in a historic North Ferrisburgh farm house. This apartment showcases the original built-in cabinetry in the dining room and wide board wood floors throughout the main living areas.  A bright sun-room and western facing deck provide scenic country views of the beautiful Adirondack mountains. The eat in kitchen is spacious and includes a dishwasher. A separate laundry room with washer and dryer hookups includes built in cabinetry. Plenty of closet space for storage.   Rare outdoor space included! This apartment features a fenced in dog friendly yard as well as a separate yard and garden space.  Great for commuters - 1 mile south of Charlotte, 25 min to Burlington 30 to Middlebury  Sorry, No smoking. 1 very well behaved smaller pet considered with a monthly pet privilege fee and extra deposit.  Now Showing!!! Contact Property Management at (802) Three Seven Three - Seven Five Zero Three  Rental includes: Maintenance, Water, Septic, Lawn care, Plowing and Sanding. Renter pays: Electric ($75-100 per month depending on actual usage) from Green Mountain Power, Efficient Oil forced hot air heat (estimated at 400-700 gallons per year depending upon usage and weather conditions).",44.2595,-73.2112,vt
320894,https://vermont.craigslist.org/apa/d/charlotte-conveniently-located-country/7048226638.html,vermont,1095,apartment,1100,2,1.0,1,0,0,1,0,0,laundry on site,off-street parking,https://images.craigslist.org/00B0B_lUnY62Rou9v_600x450.jpg,"Beautiful 2 bedroom nestled in the Vermont country side minutes away from Lake Champlain and an easy 20 minute commute straight into Burlington.  This spacious apartment is located on the first floor with very convenient (right out front) parking. Rich hardwood floors throughout and lots of natural lighting give it a clean and airy feel. The kitchen has ample storage space and includes a dishwasher and brand new counter-tops! A laundry is located in the basement for convenience.   Great for gardeners this apartment comes with yard access and garden space.  Sorry, No smoking.1 very well behaved smaller pet considered with a monthly pet privilege fee and extra deposit.  Oil hot air heat.  Rental includes: Maintenance, Water, Septic, Lawn care, Plowing and Sanding. Renter pays: Electric ($75-100 per month depending on actual usage) from Green Mountain Power, Heat oil (estimated at 500-900 gallons per year depending upon usage and weather conditions).  Some flexibility with lease length, 14-18 months or longer",44.3113,-73.22800000000001,vt
320895,https://vermont.craigslist.org/apa/d/large-4-bedroom-apartment-in/7036966278.html,vermont,1100,apartment,1615,4,1.5,0,0,1,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00A0A_2CafR3Syiss_600x450.jpg,"Lovely home with a front porch has a 4 bedroom apartment available for occupancy.  Large kitchen, separate dining room and living room.  Washer and dryer are in the unit.  Also has a private enclosed porch.  Large back yard.  Rent includes water/sewer, yard maintenance and snow plowing.  Utilities are not included.  Heat is baseboard steam with an oil furnace. Located near Cavendish, Springfield, Chester and Ludlow.  On the Okemo shuttle! One year lease required with first, last and one month security deposit.  Optional  two story  650 sq ft storage shed available to securely store all of your tools, snow mobiles etc or can be used as a work shop!  Has its own power and electric meter.  Cost to rent out the storage shed is an additional $200 per month.",43.3823,-72.6384,vt
320896,https://vermont.craigslist.org/apa/d/bristol-townhouse-for-rent/7044462189.html,vermont,1350,townhouse,1800,3,1.0,0,0,1,0,0,0,w/d hookups,off-street parking,https://images.craigslist.org/00o0o_40GCOUddN7o_600x450.jpg,"5 Star Energy rated townhouse. 1800 Sq ft. 3 Bedrooms. Located just off Lover Lane. Walking distance to Mt. Abe High School and village! Laundry Room, Office, Family Room.  Hardwood Floors in Living Room & Hallway. Carpeted Bedrooms, Epoxy Floors-Kitchen &Bath.  Country setting, garden space, parking for 2 cars.  No Smoking. Unfortunately No Pets in any of our rental properties. References, Deposit and Rental Application are required!  Email to receive an application and set up viewing time. $1350.00 a month - DOES NOT INCLUDE: Heat or Electricity or Cable.  Rent includes: Trash & Recycling, Snow removal, Plowing, and Lawn care.",44.1295,-73.0926,vt
320897,https://vermont.craigslist.org/apa/d/montpelier-2-bedroom-end-unit/7048135705.html,vermont,1350,condo,1000,2,1.5,0,0,0,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00I0I_6NfGRoaoHFC_600x450.jpg,"<<< If you see this ad, condo is still available <<<  * available immediately  * clean, freshly painted, quiet end unit condo * 2 bedroom * 1 1/2 bath * off street parking  * hardwood floors throughout  * heat pump - includes AC * private back deck * washer/dryer in unit * close to Hubbard Park, Birchgrove Bakery, and Montpelier Rec Fields *7-10 minute walk downtown *quiet neighbors * trash, recycling, compost and plowing included  * sorry no smoking and no pets * email or call/ text Ben at 802. Seven three zero. 6823",44.2641,-72.577,vt
320898,https://vermont.craigslist.org/apa/d/south-burlington-sunny-citys-edge-heat/7033223578.html,vermont,1495,condo,960,2,1.0,1,1,0,0,0,0,w/d in unit,attached garage,https://images.craigslist.org/00v0v_g33D5vuh0UR_600x450.jpg,"Modern City's Edge 2BR unit conveniently located on Farrell Street in South Burlington.  Unit Details:  960 sq. ft. new carpet in bedrooms and living room last year one large bathroom, tub/shower combo utility room with washer and dryer garbage disposal dishwasher underground covered parking secure building sunny westward views air conditioning additional indoor locked storage space   Lease Details:  Lease Available Now; 12-month term heat, hot water, rubbish removal, recycling included in rent  pet negotiable  non-smoking a must    To schedule a viewing, please respond with your name, email address, and phone number and we'll get back to you as soon as possible.",44.4492,-73.2038,vt
320899,https://vermont.craigslist.org/apa/d/winooski-2nd-floor-one-bedroom/7042413014.html,vermont,1250,apartment,600,1,1.0,1,1,0,0,0,0,no laundry on site,street parking,https://images.craigslist.org/00d0d_3rNWpqgyF3Z_600x450.jpg,"Spacious and clean 2nd floor apartment in a quiet and safe neighborhood with 1 bedroom with a large eat-in kitchen w/gas cooking, hardwood cherry floors through out, great natural light, gas heat, off street parking for 1 car, large yard.  Small pets consider.  $1250.00 + electric, gas heat, lease, deposit.  Includes; trash, water, lawn maintenance.  February 1, 2020 or sooner  Pet considered.  No Laundry on Site  On Street Parking",44.4961,-73.1887,vt
320900,https://vermont.craigslist.org/apa/d/south-burlington-eastwood-commons-ii/7048050812.html,vermont,1850,condo,1200,2,2.0,0,0,0,1,0,0,w/d in unit,attached garage,https://images.craigslist.org/00Q0Q_EcBfiegrgw_600x450.jpg,"*Large, bright, 2BR/2BA unit in awesome location off of Shelburne Road, close to I-189, shopping, downtown, hospital and colleges.  *Well maintained, updated unit with tons of sunlight. *âRoommateâ style layout with the kitchen and living room separated by a bedroom and full bathroom on either side. *Kitchen is bright and clean. *Living room has private access to lovely deck with fitness center and tennis courts across the street! *On site and included in the rent is one garage space in the underground parking garage with personal storage unit and ample parking in the parking lot, use of fantastic fitness center adjacent to cozy lobby.   *GAS IS INCLUDED, as is AC.  Tenant pays for electricity, cable.  Washer and dryer in the unit, gas stove!   *Trash, water, snow removal and landscaping included. This is a beautiful condo in a very well maintained building with a strong Homeowners Association that will ensure a pleasant living environment.    **1st month rent and security deposit required at lease signing subject to employment/credit and/or prior landlord check.  No pets, no smoking. $1850/month.",44.4472,-73.2043,vt
320901,https://vermont.craigslist.org/apa/d/quechee-house-for-rent/7043766003.html,vermont,2900,house,3000,4,2.0,0,1,1,0,0,1,laundry in bldg,detached garage,https://images.craigslist.org/00202_gOjZLDtifgL_600x450.jpg,"Four bedroom, two bath home for rent. Email with questions or concerns. $3,000/month plus electric. All other utilities including WiFi snow removal etc are included. Short term rental & furnished!! Everything is negotiable as for utilities furnished term etc!",43.6462,-72.4184,vt
320902,https://vermont.craigslist.org/apa/d/wilder-wonderful-premium-condo/7038742359.html,vermont,1975,condo,1725,2,2.5,0,0,0,0,0,0,w/d in unit,attached garage,https://images.craigslist.org/00404_7ZQU3fuqTzx_600x450.jpg,"A well-maintained bright and contemporary end unit at the Stony Creek Condominium Complex in Hartford, Vermont. This home has two master bedroom suites, a bonus room and three bathrooms. There is private patio off the lower floor bonus room, which can be used as a 3rd bedroom, office or den. It is located on Hartford Avenue, a short drive to Dartmouth College, DHMC, I-91 and I-89 and all of the Upper Valley amenities. Features include easy-to-maintain hardwood cherry floors, built-in air conditioning and heating, a gas fireplace, and lots of light with additional windows on all three floors. The main floor is an open modern design making a wonderful space to entertain or to just relax.  NO PETS. NO SMOKING.  Landlord pays for water, sewer, snow removal and landscaping. Tenant shall pay for all other utilities.",43.6824,-72.3167,vt
320903,https://vermont.craigslist.org/apa/d/new-bedford-the-cutest-home-that-you/7047798395.html,vermont,600,house,1204,2,2.0,1,1,1,0,0,0,,,https://images.craigslist.org/00l0l_bGGKbUxu9S4_600x450.jpg,"Huge, BEAUTIFUL AND SPACIOUS TWO BEDROOM!!!!! Strategically placed home with rock counters in the kitchen with a stream stone backsplash. Formal feasting zone with hardwood and trimmed tile flooring. Hardwood floors all through whatever remains of the main floor and one end to the other cover on the second floor. Isolates carport and an extensive lawn with a vast deck with worked in seating. Get in touch with me today on Mnts2205      < at > Gmail < . > Com",41.6347,-70.9372,vt
320904,https://vermont.craigslist.org/apa/d/montpelier-3-bedroom-apartment-near/7047798683.html,vermont,1600,apartment,1650,3,1.0,1,1,1,0,0,1,w/d in unit,off-street parking,https://images.craigslist.org/00o0o_58FZLPZ98yr_600x450.jpg,"Large 3 bedroom apartment on two floors available immediately. Victorian house, close to Hubbard Park and downtown, two blocks from State House. Furnished or not as you wish. Pets ok. Rent $1,600 plus utilities. Snow plowing, mowing, garbage, off-street parking, washer, drier included in rent.",44.2641,-72.577,vt
320905,https://vermont.craigslist.org/apa/d/burlington-furnished-lovely-1-bdrm-apt/7032499627.html,vermont,1475,apartment,750,1,1.0,0,0,0,0,0,1,,off-street parking,https://images.craigslist.org/00s0s_3AdKs1UsPOW_600x450.jpg,"Lovely one bedroom / one bath apartment available. Convenient location in the New North End, walk to shopping center (Hannaford, Bagel CafÃ©, post office, restaurants), bike path, and Leddy Beach. 5 minute drive to downtown Burlington. Toasty warm gas stove heater. Currently rented to traveling nurse. Available after 1/15/20   -Includes Utilities (gas & electric), WIFI, off street parking, trash/snow removal -Short term lease available (3 month+) -Outdoor deck, lots of storage, separate computer alcove -Showings by appointment -Laundry across street in shopping center",44.512,-73.2492,vt
320906,https://vermont.craigslist.org/apa/d/bennington-1-bedroom-apt-fully/7047696915.html,vermont,950,apartment,800,1,0.0,0,0,0,0,0,1,,off-street parking,https://images.craigslist.org/00505_4V13YlL1XpM_600x450.jpg,"One Bedroom Apartment with all utilities included, WiFi, trash. Plowing, no additional costs.   Unit is furnished and is suitable for single or double occupancy.   No pets / No smoking. Off street parking with unit.   Extremely safe and secure location.",42.8783,-73.1961,vt
320907,https://vermont.craigslist.org/apa/d/bennington-3-bedroom-duplex-ready-to-be/7047696212.html,vermont,950,duplex,1500,3,1.0,0,0,0,0,0,0,w/d hookups,off-street parking,https://images.craigslist.org/00u0u_cf1nfOWSuo7_600x450.jpg,"3 bedroom 1 full bath side by side duplex apartment. Home is off the street with large backyard.   Rent does not include heat and hot water.  Plowing, trash, and yard care included.   References required - no pets / no smoking.",42.8827,-73.1877,vt
320908,https://vermont.craigslist.org/apa/d/bennington-furnished-studio-all/7047692964.html,vermont,915,apartment,500,1,1.0,0,0,0,0,0,1,no laundry on site,off-street parking,https://images.craigslist.org/01313_3AGG30kh4Yq_600x450.jpg,"Immaculate studio unit with all utilities included, WiFi, trash. Plowing, no additional costs.   Unit is furnished and is suitable for single occupancy.   No pets / No smoking. Off street parking with unit.   Extremely safe and secure location.",42.8827,-73.1923,vt
320910,https://vermont.craigslist.org/apa/d/private-sun-porch-and-original-woodwork/7045910307.html,vermont,899,apartment,1000,1,1.0,1,0,0,0,0,0,w/d hookups,no parking,https://images.craigslist.org/01515_gs39Yn8SwfJ_600x450.jpg,"Please text between 9 am - 7 pm daily to be screened and schedule a showing.  All showings are by appointment. Schedule yours today!!  Thank You! Property Management  -----  Apt #302  Large one bedroom in the heart of Vergennes with original woodwork. Walking distance to local parks, shops, and restaurants.  This unit features the buildings original hardwood flooring and doors. The historic butlers pantry provides large amounts of storage and a sophisticated feel. Kitchen appliances have been recently updated to stainless steel.  High ceilings paired with the large windows provide lots of natural light. This paired with a very large 4 season sun porch creates an unusually large apartment for the convenient in-town location.  Great for commuters - 40 min to Burlington 15 to Middlebury  Washer and Dryer Hookups  1 or 2 small pets (cats/dogs) welcome. Ask for details.  Sorry but absolutely no smoking in our properties. Thank you.",,,vt
320911,https://vermont.craigslist.org/apa/d/saint-johnsbury-2-bedroom-second-floor/7043535296.html,vermont,800,apartment,800,2,1.0,0,0,0,0,0,0,,off-street parking,https://images.craigslist.org/00k0k_3ZxGmyznqKZ_600x450.jpg,"Nicely renovated, everything is new! Second floor apartment on a quiet Street in St J! Close to schools, store and just far enough to be out of downtown but can walk to if wanted. Trash, plowing, water/sewer are included with rent, tenant pays heat and electric. No smoking, no pets. This is available for immediate occupancy with a credit and background check. $800 month, first month and $1000 security deposit due at lease signing. Credit must be a minimum of 600 and rent cannot exceed 1/3 of income.",44.4272,-72.0051,vt
320912,https://vermont.craigslist.org/apa/d/bradford-large-4-bedroom-apartment-with/7047560462.html,vermont,1500,apartment,1400,4,1.0,0,0,0,0,0,0,w/d hookups,detached garage,https://images.craigslist.org/00U0U_l2r6GjNMsM8_600x450.jpg,"Very large 2nd level 4 bedroom apartment in nice setting in Bradford on route 5. Walking distance to Oxbow, just a minute into town for shopping and amenities. Convenient central location is 30 minutes to White River/West Lebanon, Barre/Montpelier, and St Johnsbury. Has a one bay garage with auto door opener, screened in porch and laundry hook ups. Rent includes heat and water/sewer, tenant pays electric and trash removal. Must meet income requirements, have good references and  first and security available at time of move in. No pets, no smoking.",44.0038,-72.1159,vt
320913,https://vermont.craigslist.org/apa/d/white-river-junction-apartment-available/7040696713.html,vermont,1000,apartment,629,1,1.0,0,0,0,0,0,0,laundry in bldg,street parking,https://images.craigslist.org/00s0s_aigSrSUvnjo_600x450.jpg,"Spacious 1 bedroom in downtown White River Junction. Recently renovated building with elevator, on-site laundry and community room.  Quietly located on the top floor. $1000/month with heat included.  Equal Housing Opportunity",43.648999999999994,-72.3196,vt
